 *****************************************************************************
 *****************************************************************************

  Bound-free Gaunt factors for Hydrogen for all n states up to n=30.
  Created 22-Nov-1996: Based on summing HDYCROSSL (n,l) rates.
 
  Format N, # of data points.

 *****************************************************************************
 *****************************************************************************

 30                 !Maximum principal quantum number
 145                !Number of values per cross-section
 0.0D0              !N_ST_U
 0.041392685        !N_DEL_U  (i.e. Ratio of 1.1 between frequencies)

           1         145
  0.7973015      0.8220492      0.8454862      0.8674471      0.8878047    
  0.9064735      0.9233998      0.9385525      0.9519162      0.9634873    
  0.9732710      0.9812806      0.9875358      0.9920630      0.9948945    
  0.9960680      0.9956270      0.9936199      0.9900997      0.9851241    
  0.9787550      0.9710574      0.9620999      0.9519532      0.9406908    
  0.9283875      0.9151191      0.9009621      0.8859937      0.8702899    
  0.8539267      0.8369785      0.8195184      0.8016175      0.7833447    
  0.7647666      0.7459471      0.7269469      0.7078241      0.6886336    
  0.6694267      0.6502519      0.6311542      0.6121750      0.5933529    
  0.5747229      0.5563172      0.5381644      0.5202908      0.5027192    
  0.4854701      0.4685610      0.4520074      0.4358220      0.4200155    
  0.4045966      0.3895720      0.3749465      0.3607235      0.3469046    
  0.3334903      0.3204796      0.3078704      0.2956598      0.2838436    
  0.2724170      0.2613744      0.2507097      0.2404160      0.2304862    
  0.2209124      0.2116868      0.2028011      0.1942468      0.1860152    
  0.1780975      0.1704848      0.1631683      0.1561390      0.1493881    
  0.1429067      0.1366860      0.1307173      0.1249923      0.1195023    
  0.1142392      0.1091949      0.1043614      9.9731028E-02  9.5296197E-02
  9.1049530E-02  8.6983867E-02  8.3092228E-02  7.9367839E-02  7.5804129E-02
  7.2394729E-02  6.9133483E-02  6.6014409E-02  6.3031726E-02  6.0179882E-02
  5.7453483E-02  5.4847334E-02  5.2356426E-02  4.9975928E-02  4.7701195E-02
  4.5527752E-02  4.3451294E-02  4.1467674E-02  3.9572909E-02  3.7763178E-02
  3.6034800E-02  3.4384243E-02  3.2808129E-02  3.1303193E-02  2.9866325E-02
  2.8494533E-02  2.7184948E-02  2.5934823E-02  2.4741523E-02  2.3602525E-02
  2.2515412E-02  2.1477873E-02  2.0487688E-02  1.9542743E-02  1.8641004E-02
  1.7780529E-02  1.6959466E-02  1.6176032E-02  1.5428532E-02  1.4715340E-02
  1.4034902E-02  1.3385734E-02  1.2766416E-02  1.2175592E-02  1.1611965E-02
  1.1074297E-02  1.0561403E-02  1.0072155E-02  9.6054701E-03  9.1603175E-03
  8.7357126E-03  8.3307149E-03  7.9444246E-03  7.5759846E-03  7.2245756E-03

           2         145
  0.8761851      0.8924541      0.9078503      0.9223932      0.9361071    
  0.9490196      0.9611595      0.9725553      0.9832337      0.9932185    
   1.002530       1.011183       1.019190       1.026556       1.033282    
   1.039364       1.044794       1.049558       1.053639       1.057016    
   1.059667       1.061567       1.062688       1.063006       1.062493    
   1.061125       1.058879       1.055734       1.051675       1.046689    
   1.040768       1.033909       1.026114       1.017391       1.007754    
  0.9972203      0.9858148      0.9735662      0.9605082      0.9466789    
  0.9321204      0.9168782      0.9010006      0.8845384      0.8675442    
  0.8500722      0.8321770      0.8139136      0.7953373      0.7765024    
  0.7574622      0.7382690      0.7189732      0.6996234      0.6802661    
  0.6609456      0.6417032      0.6225784      0.6036074      0.5848241    
  0.5662595      0.5479420      0.5298972      0.5121482      0.4947155    
  0.4776173      0.4608691      0.4444845      0.4284747      0.4128490    
  0.3976148      0.3827777      0.3683416      0.3543088      0.3406804    
  0.3274561      0.3146342      0.3022124      0.2901869      0.2785534    
  0.2673067      0.2564409      0.2459495      0.2358257      0.2260619    
  0.2166503      0.2075829      0.1988513      0.1904468      0.1823609    
  0.1745847      0.1671093      0.1599259      0.1530255      0.1463992    
  0.1400384      0.1339342      0.1280781      0.1224617      0.1170765    
  0.1119144      0.1069674      0.1022276      9.7687446E-02  9.3339406E-02
  8.9176208E-02  8.5190780E-02  8.1376255E-02  7.7725932E-02  7.4233353E-02
  7.0892230E-02  6.7696497E-02  6.4640284E-02  6.1717886E-02  5.8923841E-02
  5.6252845E-02  5.3699788E-02  5.1259745E-02  4.8927970E-02  4.6699904E-02
  4.4571139E-02  4.2537447E-02  4.0594757E-02  3.8739163E-02  3.6966905E-02
  3.5274375E-02  3.3658110E-02  3.2114785E-02  3.0641206E-02  2.9234314E-02
  2.7891178E-02  2.6608985E-02  2.5385035E-02  2.4216749E-02  2.3101654E-02
  2.2037378E-02  2.1021653E-02  2.0052310E-02  1.9127268E-02  1.8244540E-02
  1.7402222E-02  1.6598495E-02  1.5831614E-02  1.5099919E-02  1.4401818E-02

           3         145
  0.9075082      0.9201016      0.9320405      0.9433558      0.9540792    
  0.9642413      0.9738723      0.9830002      0.9916516      0.9998512    
   1.007621       1.014981       1.021949       1.028539       1.034764    
   1.040632       1.046149       1.051319       1.056140       1.060610    
   1.064721       1.068462       1.071819       1.074774       1.077306    
   1.079390       1.081001       1.082108       1.082681       1.082685    
   1.082088       1.080855       1.078954       1.076350       1.073014    
   1.068918       1.064036       1.058348       1.051836       1.044489    
   1.036300       1.027267       1.017394       1.006691      0.9951728    
  0.9828603      0.9697793      0.9559598      0.9414371      0.9262500    
  0.9104409      0.8940552      0.8771410      0.8597478      0.8419269    
  0.8237304      0.8052107      0.7864203      0.7674109      0.7482335    
  0.7289379      0.7095723      0.6901827      0.6708135      0.6515068    
  0.6323021      0.6132365      0.5943446      0.5756582      0.5572067    
  0.5390167      0.5211123      0.5035151      0.4862442      0.4693162    
  0.4527456      0.4365447      0.4207237      0.4052908      0.3902524    
  0.3756133      0.3613765      0.3475437      0.3341153      0.3210902    
  0.3084664      0.2962410      0.2844097      0.2729679      0.2619101    
  0.2512299      0.2409209      0.2309756      0.2213865      0.2121457    
  0.2032449      0.1946756      0.1864292      0.1784970      0.1708701    
  0.1635396      0.1564966      0.1497323      0.1432378      0.1370044    
  0.1310235      0.1252864      0.1197847      0.1145103      0.1094551    
  0.1046110      9.9970408E-02  9.5525682E-02  9.1269471E-02  8.7194599E-02
  8.3294079E-02  7.9561144E-02  7.5989209E-02  7.2571889E-02  6.9303028E-02
  6.6176623E-02  6.3186921E-02  6.0328323E-02  5.7595439E-02  5.4983068E-02
  5.2486196E-02  5.0099976E-02  4.7819760E-02  4.5641061E-02  4.3559562E-02
  4.1571118E-02  3.9671734E-02  3.7857581E-02  3.6124971E-02  3.4470364E-02
  3.2890368E-02  3.1381730E-02  2.9941317E-02  2.8566131E-02  2.7253304E-02
  2.6000079E-02  2.4803815E-02  2.3661986E-02  2.2572165E-02  2.1532040E-02

           4         145
  0.9247434      0.9352110      0.9451480      0.9545850      0.9635515    
  0.9720759      0.9801850      0.9879041      0.9952572       1.002266    
   1.008950       1.015329       1.021419       1.027235       1.032790    
   1.038096       1.043161       1.047994       1.052600       1.056982    
   1.061143       1.065081       1.068794       1.072275       1.075517    
   1.078508       1.081235       1.083680       1.085825       1.087645    
   1.089117       1.090211       1.090897       1.091143       1.090914    
   1.090174       1.088888       1.087018       1.084530       1.081387    
   1.077558       1.073012       1.067722       1.061665       1.054820    
   1.047175       1.038720       1.029451       1.019370       1.008484    
  0.9968054      0.9843537      0.9711522      0.9572292      0.9426179    
  0.9273553      0.9114824      0.8950429      0.8780833      0.8606522    
  0.8427995      0.8245765      0.8060344      0.7872251      0.7681995    
  0.7490081      0.7297000      0.7103229      0.6909228      0.6715435    
  0.6522270      0.6330124      0.6139368      0.5950347      0.5763379    
  0.5578755      0.5396742      0.5217582      0.5041488      0.4868654    
  0.4699245      0.4533407      0.4371263      0.4212914      0.4058445    
  0.3907920      0.3761385      0.3618873      0.3480401      0.3345972    
  0.3215577      0.3089196      0.2966799      0.2848346      0.2733789    
  0.2623073      0.2516137      0.2412913      0.2313330      0.2217312    
  0.2124779      0.2035648      0.1949837      0.1867257      0.1787822    
  0.1711444      0.1638032      0.1567499      0.1499756      0.1434714    
  0.1372286      0.1312386      0.1254927      0.1199826      0.1147000    
  0.1096369      0.1047852      0.1001373      9.5685519E-02  9.1422528E-02
  8.7341130E-02  8.3434343E-02  7.9695374E-02  7.6117642E-02  7.2694764E-02
  6.9420554E-02  6.6289037E-02  6.3294411E-02  6.0431097E-02  5.7693686E-02
  5.5076983E-02  5.2575953E-02  5.0185751E-02  4.7901727E-02  4.5719378E-02
  4.3634381E-02  4.1642591E-02  3.9740007E-02  3.7922785E-02  3.6187239E-02
  3.4529831E-02  3.2947153E-02  3.1435948E-02  2.9993080E-02  2.8615549E-02

           5         145
  0.9358164      0.9448734      0.9534801      0.9616647      0.9694540    
  0.9768738      0.9839480      0.9906993      0.9971488       1.003316    
   1.009220       1.014876       1.020301       1.025507       1.030508    
   1.035315       1.039938       1.044385       1.048663       1.052779    
   1.056736       1.060538       1.064186       1.067680       1.071018    
   1.074197       1.077209       1.080049       1.082705       1.085165    
   1.087414       1.089435       1.091206       1.092706       1.093908    
   1.094785       1.095305       1.095436       1.095143       1.094390    
   1.093140       1.091356       1.089000       1.086035       1.082427    
   1.078142       1.073150       1.067425       1.060942       1.053684    
   1.045637       1.036791       1.027146       1.016702       1.005468    
